user_query,ground_truth
List all tasks in the 'validation' stage for Part555 and add them to the current sprint.,"[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""task""]}, {""argument_name"": ""stage.name"", ""argument_value"": [""validation""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""Part555""]}]}, {""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [{""argument_name"": ""work_ids"", ""argument_value"": ""PREV[0]""}, {""argument_name"": ""sprint_id"", ""argument_value"": ""PREV[1]""}]}]"
"Retrieve the ID of the ""Xi Project"" and add all related low severity tickets to the current sprint.","[{""tool_name"": ""search_object_by_name"", ""arguments"": [{""argument_name"": ""query"", ""argument_value"": ""Xi Project""}]}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.severity"", ""argument_value"": [""low""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": ""$$PREV[0]""}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}]}, {""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [{""argument_name"": ""work_ids"", ""argument_value"": ""$$PREV[1]""}, {""argument_name"": ""sprint_id"", ""argument_value"": ""$$PREV[2]""}]}]"
"""Prioritize all low severity tickets in the part 'ClientRetention', add them to the current sprint.""","[{""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.severity"", ""argument_value"": [""low""]}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""ClientRetention""]}]}, {""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [{""argument_name"": ""work_ids"", ""argument_value"": ""$$PREV[1]""}, {""argument_name"": ""sprint_id"", ""argument_value"": ""$$PREV[0]""}]}]"
"Add all P2 issues from the ""Zeta Initiative"" to the current sprint.","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""issue.priority"", ""argument_value"": [""p2""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""Zeta Initiative""]}, {""argument_name"": ""type"", ""argument_value"": [""issue""]}]}, {""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [{""argument_name"": ""work_ids"", ""argument_value"": ""$$PREV[0]""}, {""argument_name"": ""sprint_id"", ""argument_value"": ""$$PREV[1]""}]}]"
"""Add all 'p1' priority issues for the 'E-Commerce' part to the upcoming sprint.""","[{""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""issue""]},{""argument_name"": ""issue.priority"", ""argument_value"": [""p1""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""E-Commerce""]}]}, {""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [{""argument_name"": ""work_ids"", ""argument_value"": ""$$PREV[1]""}, {""argument_name"": ""sprint_id"", ""argument_value"": ""$$PREV[0]""}]}]"
"""Find all tasks related to 'Initiative Alpha' part, summarize them, and add to the current sprint.""","[{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""task""]},{""argument_name"": ""applies_to_part"", ""argument_value"": ""Initiative Alpha""}]}, {""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": ""$$PREV[0]""}]}, {""tool_name"": ""get_sprint_id"", ""arguments"": []}, {""tool_name"": ""add_work_items_to_sprint"", ""arguments"": [{""argument_name"": ""work_ids"", ""argument_value"": ""$$PREV[0]""}, {""argument_name"": ""sprint_id"", ""argument_value"": ""$$PREV[2]""}]}]"
Search for the user profile of User987.,"{""tool_name"": ""search_object_by_name"", ""arguments"": [{""argument_name"": ""query"", ""argument_value"": ""User987""}]}"
"""Search for part 'MobileDevelopment'""","{ ""tool_name"": ""search_object_by_name"", ""arguments"": [ { ""argument_name"": ""query"", ""argument_value"": ""MobileDevelopment"" } ] }"
"""Get all medium severity tickets from the 'Phone' channel""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""ticket.severity"", ""argument_value"": ""medium"" }, { ""argument_name"": ""ticket.source_channel"", ""argument_value"": ""Phone"" }, {""argument_name"": ""type"", ""argument_value"": [""ticket""]} ] }"
"""Get tickets that need a response in the 'Sales' department""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""ticket.needs_response"", ""argument_value"": true }, { ""argument_name"": ""ticket.rev_org"", ""argument_value"": ""Sales"" }, {""argument_name"": ""type"", ""argument_value"": [""ticket""]} ] }"
"""Get all low severity tickets from the 'Online Chat' channel""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""ticket.severity"", ""argument_value"": ""low"" }, { ""argument_name"": ""ticket.source_channel"", ""argument_value"": ""Online Chat"" }, {""argument_name"": ""type"", ""argument_value"": [""ticket""]} ] }"
"""Find work items similar to 'TASK-555'""","{ ""tool_name"": ""get_similar_work_items"", ""arguments"": [ { ""argument_name"": ""work_id"", ""argument_value"": ""TASK-555"" } ] }"
"""Show all tickets in the 'Testing' stage from 'Product' Rev organization""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""stage.name"", ""argument_value"": ""Testing"" }, { ""argument_name"": ""issue.rev_orgs"", ""argument_value"": ""Product"" }, {""argument_name"": ""type"", ""argument_value"": [""ticket""]} ] }"
"""Find tasks in the 'Review' stage owned by 'Chris'""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""stage.name"", ""argument_value"": ""Review"" }, { ""argument_name"": ""owned_by"", ""argument_value"": ""Chris"" } , {""argument_name"": ""type"", ""argument_value"": [""task""]}] }"
"""Search for part 'PaymentGateway'""","{ ""tool_name"": ""search_object_by_name"", ""arguments"": [ { ""argument_name"": ""query"", ""argument_value"": ""PaymentGateway"" } ] }"
Search for the user profile of User321.,"{""tool_name"": ""search_object_by_name"", ""arguments"": [{""argument_name"": ""query"", ""argument_value"": ""User321""}]}"
List all low severity ticket owned by sales department.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.severity"", ""argument_value"": [""low""]}, {""argument_name"": ""owned_by"", ""argument_value"": [""sales department""]}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}]}"
"""List all P0 priority issues under 'Strategic Planning' part""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""issue.priority"", ""argument_value"": ""p0"" }, { ""argument_name"": ""applies_to_part"", ""argument_value"": ""Strategic Planning"" } , {""argument_name"": ""type"", ""argument_value"": [""issue""]}] }"
"""List all tickets with high severity from the 'Support' channel""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""ticket.severity"", ""argument_value"": ""high"" }, { ""argument_name"": ""ticket.source_channel"", ""argument_value"": ""Support"" }, {""argument_name"": ""type"", ""argument_value"": [""ticket""]} ] }"
Find similar work items to TKT-200.,"{""tool_name"": ""get_similar_work_items"", ""arguments"": [{""argument_name"": ""work_id"", ""argument_value"": ""TKT-200""}]}"
"""List all P1 issues under 'Sales Strategy' part""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""issue.priority"", ""argument_value"": ""p1"" }, { ""argument_name"": ""applies_to_part"", ""argument_value"": ""Sales Strategy"" }, {""argument_name"": ""type"", ""argument_value"": [""issue""]} ] }"
List all P2 priority issues owned by legal team.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""issue.priority"", ""argument_value"": [""p2""]}, {""argument_name"": ""owned_by"", ""argument_value"": [""legal""]}, {""argument_name"": ""type"", ""argument_value"": [""issue""]}]}"
Get a list of all P3 priority issues from the marketing part.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""issue.priority"", ""argument_value"": [""p3""]}, {""argument_name"": ""owned_by"", ""argument_value"": [""marketing""]}, {""argument_name"": ""type"", ""argument_value"": [""issue""]}]}"
List all medium severity tickets owned by  R&D department.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.severity"", ""argument_value"": [""medium""]}, {""argument_name"": ""owned_by"", ""argument_value"": [""R&D""]}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}]}"
Summarize the details of Part456.,"{""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": [""Part456""]}]}"
"""Get the current sprint ID for budget planning""","{ ""tool_name"": ""get_sprint_id"", ""arguments"": [] }"
Find all tickets with 'pending' status from RevOrg DEF.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.rev_org"", ""argument_value"": [""DEF""]}, {""argument_name"": ""stage.name"", ""argument_value"": [""pending""]}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}]}"
"""List all P2 issues under 'Product Management' part""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""issue.priority"", ""argument_value"": ""p2"" }, { ""argument_name"": ""applies_to_part"", ""argument_value"": ""Product Management"" }, {""argument_name"": ""type"", ""argument_value"": [""issue""]} ] }"
"""Create tasks from the text: 'Upgrade network hardware and test connectivity'""","{ ""tool_name"": ""create_actionable_tasks_from_text"", ""arguments"": [ { ""argument_name"": ""text"", ""argument_value"": ""Upgrade network hardware and test connectivity"" } ] }"
"""Create tasks from the text: 'Check server health and update security protocols'""","{ ""tool_name"": ""create_actionable_tasks_from_text"", ""arguments"": [ { ""argument_name"": ""text"", ""argument_value"": ""Check server health and update security protocols"" } ] }"
"""Search for user 'Jamie' in the system""","{ ""tool_name"": ""search_object_by_name"", ""arguments"": [ { ""argument_name"": ""query"", ""argument_value"": ""Jamie"" } ] }"
"""Get the user ID of 'Cameron' in the team""","{ ""tool_name"": ""search_object_by_name"", ""arguments"": [ { ""argument_name"": ""query"", ""argument_value"": ""Cameron"" } ] }"
"""Get the user ID of the current session""","{ ""tool_name"": ""who_am_i"", ""arguments"": [] }"
"""List all tasks in the 'User Testing' stage""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""stage.name"", ""argument_value"": ""User Testing"" } , {""argument_name"": ""type"", ""argument_value"": [""task""]}] }"
List all P0 priority issues in the 'research' phase.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""issue.priority"", ""argument_value"": [""p0""]}, {""argument_name"": ""stage.name"", ""argument_value"": [""research""]}, {""argument_name"": ""type"", ""argument_value"": [""issue""]}]}"
List all P2 priority issues from 'customer service' part.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""issue.priority"", ""argument_value"": [""p2""]}, {""argument_name"": ""owned_by"", ""argument_value"": [""customer service""]}, {""argument_name"": ""type"", ""argument_value"": [""issue""]}]}"
"""List all P1 priority issues under 'NetworkSecurity' part""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""issue.priority"", ""argument_value"": ""p1"" }, { ""argument_name"": ""applies_to_part"", ""argument_value"": ""NetworkSecurity"" }, {""argument_name"": ""type"", ""argument_value"": [""issue""]} ] }"
"""Show tasks in the 'Performance Tuning' stage under part 'ServerOptimization'""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""stage.name"", ""argument_value"": ""Performance Tuning"" }, { ""argument_name"": ""applies_to_part"", ""argument_value"": ""ServerOptimization"" } , {""argument_name"": ""type"", ""argument_value"": [""task""]}] }"
Search for customer profile of CustomerABC.,"{""tool_name"": ""search_object_by_name"", ""arguments"": [{""argument_name"": ""query"", ""argument_value"": ""CustomerABC""}]}"
"""Search for part 'MobileApp'""","{ ""tool_name"": ""search_object_by_name"", ""arguments"": [ { ""argument_name"": ""query"", ""argument_value"": ""MobileApp"" } ] }"
"""Search for part 'NetworkSecurityTools'""","{ ""tool_name"": ""search_object_by_name"", ""arguments"": [ { ""argument_name"": ""query"", ""argument_value"": ""NetworkSecurityTools"" } ] }"
"""List all tasks in the 'Usability Testing' stage""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""stage.name"", ""argument_value"": ""Usability Testing"" }, {""argument_name"": ""type"", ""argument_value"": [""task""]} ] }"
"""List all tasks related to 'DataAnalysis' part""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""applies_to_part"", ""argument_value"": ""DataAnalysis"" }, {""argument_name"": ""type"", ""argument_value"": [""task""]} ] }"
List all tickets associated with RevOrg ABC.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.rev_org"", ""argument_value"": [""ABC""]}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}]}"
"""List all high severity tickets in the 'Project Management' department""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""ticket.severity"", ""argument_value"": ""high"" }, { ""argument_name"": ""ticket.rev_org"", ""argument_value"": ""Project Management"" }, {""argument_name"": ""type"", ""argument_value"": [""ticket""]} ] }"
"""Get the current sprint ID for operational planning""","{ ""tool_name"": ""get_sprint_id"", ""arguments"": [] }"
"""Find work items similar to 'TASK-456'""","{ ""tool_name"": ""get_similar_work_items"", ""arguments"": [ { ""argument_name"": ""work_id"", ""argument_value"": ""TASK-456"" } ] }"
"""Get all high severity tickets from the 'Support Call' channel""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""ticket.severity"", ""argument_value"": ""high"" }, { ""argument_name"": ""ticket.source_channel"", ""argument_value"": ""Support Call"" } , {""argument_name"": ""type"", ""argument_value"": [""ticket""]}] }"
"""List all P2 priority issues in the 'Operations' department""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""issue.priority"", ""argument_value"": ""p2"" }, { ""argument_name"": ""issue.rev_orgs"", ""argument_value"": ""Operations"" }, {""argument_name"": ""type"", ""argument_value"": [""issue""]} ] }"
"""Create tasks from the text: 'Organize technical training for new hires'""","{ ""tool_name"": ""create_actionable_tasks_from_text"", ""arguments"": [ { ""argument_name"": ""text"", ""argument_value"": ""Organize technical training for new hires"" } ] }"
Find similar work items to TASK-321.,"{""tool_name"": ""get_similar_work_items"", ""arguments"": [{""argument_name"": ""work_id"", ""argument_value"": ""TASK-321""}]}"
"""Find all P1 priority issues owned by 'Dylan'""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""issue.priority"", ""argument_value"": ""p1"" }, { ""argument_name"": ""owned_by"", ""argument_value"": ""Dylan"" }, {""argument_name"": ""type"", ""argument_value"": [""issue""]} ] }"
Find issues with 'review' stage of part Part456.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""stage.name"", ""argument_value"": [""review""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""Part456""]}, {""argument_name"": ""type"", ""argument_value"": [""issue""]}]}"
"""List all tasks in the 'Design' stage owned by 'Sam'""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""stage.name"", ""argument_value"": ""Design"" }, { ""argument_name"": ""owned_by"", ""argument_value"": ""Sam"" }, {""argument_name"": ""type"", ""argument_value"": [""task""]} ] }"
"""Create tasks from the text: 'Finalize project scope and assign team leads'""","{ ""tool_name"": ""create_actionable_tasks_from_text"", ""arguments"": [ { ""argument_name"": ""text"", ""argument_value"": ""Finalize project scope and assign team leads"" } ] }"
"""List all blocker severity tickets in the 'Customer Relations' department""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""ticket.severity"", ""argument_value"": ""blocker"" }, { ""argument_name"": ""ticket.rev_org"", ""argument_value"": ""Customer Relations"" }, {""argument_name"": ""type"", ""argument_value"": [""ticket""]} ] }"
"""Search for part 'NetworkInfrastructure'""","{ ""tool_name"": ""search_object_by_name"", ""arguments"": [ { ""argument_name"": ""query"", ""argument_value"": ""NetworkInfrastructure"" } ] }"
Find tickets in the 'design' phase for Part789.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""stage.name"", ""argument_value"": [""design""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""Part789""]}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}]}"
Find all tickets with 'on hold' status from RevOrg GHI.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.rev_org"", ""argument_value"": [""GHI""]}, {""argument_name"": ""stage.name"", ""argument_value"": [""on hold""]}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}]}"
"""Find work items similar to 'TASK-321'""","{ ""tool_name"": ""get_similar_work_items"", ""arguments"": [ { ""argument_name"": ""work_id"", ""argument_value"": ""TASK-321"" } ] }"
"""Get the list of issues from the 'QA' Rev organization""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""issue.rev_orgs"", ""argument_value"": ""QA"" }, {""argument_name"": ""type"", ""argument_value"": [""issue""]} ] }"
List all tasks in the 'client feedback' stage for part GHI123.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""stage.name"", ""argument_value"": [""client feedback""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""GHI123""]}, {""argument_name"": ""type"", ""argument_value"": [""task""]}]}"
List all tasks owned by  user User321 in the 'planning' stage.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""owned_by"", ""argument_value"": [""User321""]}, {""argument_name"": ""stage.name"", ""argument_value"": [""planning""]}, {""argument_name"": ""type"", ""argument_value"": [""task""]}]}"
"""Show all tasks in the 'Development' stage""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""stage.name"", ""argument_value"": ""Development"" }, {""argument_name"": ""type"", ""argument_value"": [""task""]} ] }"
"""Find all tasks owned by 'Taylor'""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""owned_by"", ""argument_value"": ""Taylor"" } , {""argument_name"": ""type"", ""argument_value"": [""task""]}] }"
Search for tickets related to the source channel 'upgrade'.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""ticket""]}, {""argument_name"": ""ticket.source_channel"", ""argument_value"": [""upgrade""]}]}"
"""Create tasks from the text: 'Need to update the server and backup data'""","{ ""tool_name"": ""create_actionable_tasks_from_text"", ""arguments"": [ { ""argument_name"": ""text"", ""argument_value"": ""Need to update the server and backup data"" } ] }"
"""List all P0 priority issues under 'Marketing' part""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""issue.priority"", ""argument_value"": ""p0"" }, { ""argument_name"": ""applies_to_part"", ""argument_value"": ""Marketing"" }, {""argument_name"": ""type"", ""argument_value"": [""issue""]} ] }"
"""List all tasks in the 'Integration' stage""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""stage.name"", ""argument_value"": ""Integration"" }, {""argument_name"": ""type"", ""argument_value"": [""issue""]} ] }"
Get the current sprint ID.,"{""tool_name"": ""get_sprint_id"", ""arguments"": []}"
Create actionable tasks from the notes of a strategy meeting 'N'.,"{""tool_name"": ""create_actionable_tasks_from_text"", ""arguments"": [{""argument_name"": ""text"", ""argument_value"": ""N""}]}"
"Create tasks from a project report about Project Z, 'report_of_project_z'.","{""tool_name"": ""create_actionable_tasks_from_text"", ""arguments"": [{""argument_name"": ""text"", ""argument_value"": ""report_of_project_z""}]}"
"""Search for part named 'DatabaseModule'""","{ ""tool_name"": ""search_object_by_name"", ""arguments"": [ { ""argument_name"": ""query"", ""argument_value"": ""DatabaseModule"" } ] }"
"""Show tasks in the 'Prototyping' stage under part 'HardwareDesign'""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""stage.name"", ""argument_value"": ""Prototyping"" }, { ""argument_name"": ""applies_to_part"", ""argument_value"": ""HardwareDesign"" }, {""argument_name"": ""type"", ""argument_value"": [""task""]} ] }"
"""Search for part 'ECommercePlatform'""","{ ""tool_name"": ""search_object_by_name"", ""arguments"": [ { ""argument_name"": ""query"", ""argument_value"": ""ECommercePlatform"" } ] }"
Search for tickets related to the source channel 'outage'.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""type"", ""argument_value"": [""ticket""]}, {""argument_name"": ""ticket.source_channel"", ""argument_value"": [""outage""]}]}"
"Create tasks from a technical report about Project A,""T"".","{""tool_name"": ""create_actionable_tasks_from_text"", ""arguments"": [{""argument_name"": ""text"", ""argument_value"": ""T""}]}"
"""Find the current sprint ID""","{ ""tool_name"": ""get_sprint_id"", ""arguments"": [] }"
List all low severity tickets from the part IT department.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.severity"", ""argument_value"": [""low""]}, {""argument_name"": ""owned_by"", ""argument_value"": [""IT department""]}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}]}"
List all tickets from the HR department with medium priority.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.severity"", ""argument_value"": [""medium""]}, {""argument_name"": ""owned_by"", ""argument_value"": [""HR""]}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}]}"
"""Create tasks from the text: 'Optimize database queries and increase server capacity'""","{ ""tool_name"": ""create_actionable_tasks_from_text"", ""arguments"": [ { ""argument_name"": ""text"", ""argument_value"": ""Optimize database queries and increase server capacity"" } ] }"
List all P1 priority issues assigned to user User456.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""issue.priority"", ""argument_value"": [""p1""]}, {""argument_name"": ""owned_by"", ""argument_value"": [""User456""]}]}"
"""Get all medium severity tickets from the 'In-Person' channel""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""ticket.severity"", ""argument_value"": ""medium"" }, { ""argument_name"": ""ticket.source_channel"", ""argument_value"": ""In-Person"" } , {""argument_name"": ""type"", ""argument_value"": [""ticket""]}] }"
"""Show tasks in the 'Implementation' stage under part 'CloudMigration'""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""stage.name"", ""argument_value"": ""Implementation"" }, { ""argument_name"": ""applies_to_part"", ""argument_value"": ""CloudMigration"" }, {""argument_name"": ""type"", ""argument_value"": [""task""]} ] }"
List all low severity issues owned by the QA team.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""ticket.severity"", ""argument_value"": [""low""]}, {""argument_name"": ""owned_by"", ""argument_value"": [""QA""]}, {""argument_name"": ""type"", ""argument_value"": [""ticket""]}]}"
"""Search for a part named 'CloudServices'""","{ ""tool_name"": ""search_object_by_name"", ""arguments"": [ { ""argument_name"": ""query"", ""argument_value"": ""CloudServices"" } ] }"
"""List all P3 priority issues under 'UserInterface' part""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""issue.priority"", ""argument_value"": ""p3"" }, { ""argument_name"": ""applies_to_part"", ""argument_value"": ""UserInterface"" }, {""argument_name"": ""type"", ""argument_value"": [""issue""]} ] }"
"""Get tickets with 'low' severity that need a response""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""ticket.severity"", ""argument_value"": ""low"" }, { ""argument_name"": ""ticket.needs_response"", ""argument_value"": true }, {""argument_name"": ""type"", ""argument_value"": [""ticket""]} ] }"
Find similar tasks to TASK-456 for team collaboration.,"{""tool_name"": ""get_similar_work_items"", ""arguments"": [{""argument_name"": ""work_id"", ""argument_value"": ""TASK-456""}]}"
"""Find tasks in the 'Client Feedback' stage owned by 'Blake'""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""stage.name"", ""argument_value"": ""Client Feedback"" }, { ""argument_name"": ""owned_by"", ""argument_value"": ""Blake"" }, {""argument_name"": ""type"", ""argument_value"": [""task""]} ] }"
Find similar tasks to TASK-789 for comparison.,"{""tool_name"": ""get_similar_work_items"", ""arguments"": [{""argument_name"": ""work_id"", ""argument_value"": ""TASK-789""}]}"
"""List all tasks in the 'Completed' stage under part 'ServerMaintenance'""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""stage.name"", ""argument_value"": ""Completed"" }, { ""argument_name"": ""applies_to_part"", ""argument_value"": ""ServerMaintenance"" }, {""argument_name"": ""type"", ""argument_value"": [""task""]} ] }"
"""Create tasks from text: 'Organize team meeting and prepare monthly report'""","{ ""tool_name"": ""create_actionable_tasks_from_text"", ""arguments"": [ { ""argument_name"": ""text"", ""argument_value"": ""Organize team meeting and prepare monthly report"" } ] }"
List all tasks in the 'quality assurance' stage for part ABC123.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""stage.name"", ""argument_value"": [""quality assurance""]}, {""argument_name"": ""applies_to_part"", ""argument_value"": [""ABC123""]}, {""argument_name"": ""type"", ""argument_value"": [""task""]}]}"
Get a list of all P0 priority issues from the owned by operations.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""issue.priority"", ""argument_value"": [""p0""]}, {""argument_name"": ""owned_by"", ""argument_value"": [""operations""]}]}"
"""List all low severity tickets in the 'Human Resources' department""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""ticket.severity"", ""argument_value"": ""low"" }, { ""argument_name"": ""ticket.rev_org"", ""argument_value"": ""Human Resources"" } , {""argument_name"": ""type"", ""argument_value"": [""ticket""]}] }"
"""Create tasks from the text: 'Schedule software release and notify stakeholders'""","{ ""tool_name"": ""create_actionable_tasks_from_text"", ""arguments"": [ { ""argument_name"": ""text"", ""argument_value"": ""Schedule software release and notify stakeholders"" } ] }"
List all P3 priority issues owned by customer support team.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""issue.priority"", ""argument_value"": [""p3""]}, {""argument_name"": ""owned_by"", ""argument_value"": [""customer support""]}, {""argument_name"": ""type"", ""argument_value"": [""issue""]}]}"
"""Find all tasks related to 'Infrastructure' part""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""applies_to_part"", ""argument_value"": ""Infrastructure"" }, {""argument_name"": ""type"", ""argument_value"": [""task""]} ] }"
"""List all tasks in the 'Beta Testing' stage""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""stage.name"", ""argument_value"": ""Beta Testing"" } , {""argument_name"": ""type"", ""argument_value"": [""task""]}] }"
Summarize the details of tasks TSK-200 to TSK-205.,"{""tool_name"": ""summarize_objects"", ""arguments"": [{""argument_name"": ""objects"", ""argument_value"": [""TSK-200"", ""TSK-201"", ""TSK-202"", ""TSK-203"", ""TSK-204"", ""TSK-205""]}]}"
"""List all tickets with blocker severity created by 'Dana'""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""ticket.severity"", ""argument_value"": ""blocker"" }, { ""argument_name"": ""created_by"", ""argument_value"": ""Dana"" } , {""argument_name"": ""type"", ""argument_value"": [""ticket""]}] }"
List all tasks owned by user User789 in 'testing' stage.,"{""tool_name"": ""works_list"", ""arguments"": [{""argument_name"": ""owned_by"", ""argument_value"": [""User789""]}, {""argument_name"": ""stage.name"", ""argument_value"": [""testing""]}, {""argument_name"": ""type"", ""argument_value"": [""task""]}]}"
"""What's my user ID?""","{ ""tool_name"": ""who_am_i"", ""arguments"": [] }"
"""Find all P2 priority issues owned by 'Avery'""","{ ""tool_name"": ""works_list"", ""arguments"": [ { ""argument_name"": ""issue.priority"", ""argument_value"": ""p2"" }, { ""argument_name"": ""owned_by"", ""argument_value"": ""Avery"" }, {""argument_name"": ""type"", ""argument_value"": [""issue""]} ] }"
"""Get the current sprint ID for resource allocation""","{ ""tool_name"": ""get_sprint_id"", ""arguments"": [] }"
Find the ID of the current user.,"{""tool_name"": ""who_am_i"", ""arguments"": []}"
